model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 GLE Class,2015,Semi-Auto,43800,Diesel,200,47.9,2.1,24950
 A Class,2020,Automatic,6000,Petrol,145,35.3,2.0,43900
 C Class,2019,Semi-Auto,14339,Diesel,145,61.4,2.0,23389
 GLA Class,2019,Semi-Auto,14560,Diesel,145,67.3,2.1,23049
 C Class,2017,Semi-Auto,20981,Diesel,30,64.2,2.1,21498
 A Class,2019,Semi-Auto,13361,Diesel,145,67.3,1.5,21291
 C Class,2015,Automatic,67000,Diesel,30,61.4,2.1,13990
 GLC Class,2020,Semi-Auto,1000,Diesel,145,40.9,2.0,37189
 B Class,2020,Automatic,20,Diesel,145,55.4,2.0,33298
 GLC Class,2020,Semi-Auto,1000,Petrol,145,31.7,2.0,41239
 GLA Class,2016,Automatic,61356,Diesel,125,56.5,2.1,16580
 C Class,2019,Semi-Auto,17743,Diesel,145,54.3,2.0,28990
 C Class,2019,Semi-Auto,8205,Diesel,145,57.7,2.0,29099
 E Class,2019,Automatic,103,Petrol,145,32.1,3.0,44970
 E Class,2017,Automatic,22122,Diesel,145,65.7,2.0,20737
 A Class,2016,Manual,39473,Diesel,30,62.8,2.1,14990
 A Class,2017,Semi-Auto,32000,Diesel,20,74.3,1.5,16000
 A Class,2019,Semi-Auto,10562,Diesel,145,67.3,1.5,22980
 CL Class,2014,Semi-Auto,32675,Diesel,30,62.8,1.8,14980
 C Class,2014,Automatic,78966,Diesel,30,64.2,2.1,13799
 X-CLASS,2019,Automatic,40,Diesel,260,31.4,3.0,32500
 B Class,2017,Automatic,10445,Diesel,145,68.9,1.5,16000
 GLA Class,2017,Manual,20000,Petrol,145,48.7,1.6,16200
 A Class,2018,Automatic,8074,Diesel,145,68.9,2.1,18249
 E Class,2016,Semi-Auto,30277,Diesel,20,72.4,2.0,17240
 C Class,2018,Semi-Auto,6983,Diesel,145,60.1,2.1,25750
 E Class,2016,Semi-Auto,60931,Diesel,125,58.9,2.1,15995
 GLE Class,2018,Automatic,30339,Diesel,145,42.8,3.0,31991
 GLA Class,2018,Semi-Auto,11597,Diesel,145,67.3,2.1,22299
 E Class,2019,Semi-Auto,10444,Diesel,145,72.4,2.0,25149
 E Class,2017,Automatic,17337,Diesel,145,61.4,2.0,24702
 GLC Class,2016,Semi-Auto,17000,Diesel,125,56.5,2.1,25750
 CL Class,2015,Automatic,52000,Diesel,20,62.8,2.1,15990
 E Class,2016,Automatic,25262,Diesel,150,54.3,3.0,20042
 C Class,2017,Manual,16946,Petrol,125,53.3,2.0,16189
 A Class,2020,Semi-Auto,2300,Petrol,145,53.3,1.3,23999
 C Class,2017,Automatic,43020,Diesel,20,65.7,2.1,13700
 E Class,2017,Automatic,56338,Diesel,145,61.4,2.0,16800
 GLS Class,2016,Automatic,32505,Diesel,305,37.2,3.0,34763
 V Class,2018,Automatic,13000,Diesel,145,45.6,2.1,34000
 B Class,2017,Semi-Auto,30285,Diesel,145,68.9,1.5,14900
 C Class,2016,Automatic,76200,Diesel,30,61.4,2.1,15000
 A Class,2014,Semi-Auto,35596,Petrol,145,45.6,2.0,15750
 C Class,2018,Semi-Auto,32809,Diesel,145,67.3,2.1,22199
 C Class,2019,Semi-Auto,1980,Petrol,145,44.1,1.5,33780
 C Class,2018,Semi-Auto,32373,Diesel,145,61.4,2.1,22990
 SL CLASS,2020,Semi-Auto,600,Petrol,145,36.7,2.0,32999
 GLA Class,2017,Semi-Auto,31000,Diesel,20,67.3,2.1,17891
 C Class,2018,Semi-Auto,31140,Diesel,145,67.3,2.1,24099
 GLC Class,2020,Semi-Auto,3999,Petrol,145,27.7,3.0,45980
 GLC Class,2020,Semi-Auto,3999,Diesel,145,40.9,2.0,39980
 B Class,2017,Manual,18683,Diesel,145,68.9,1.5,13449
 C Class,2019,Automatic,750,Petrol,150,30.4,3.0,37990
 GLE Class,2016,Semi-Auto,22282,Diesel,205,47.9,2.1,28498
 E Class,2019,Semi-Auto,5393,Diesel,145,42.8,2.0,35899
 CLA Class,2017,Automatic,31949,Diesel,150,58.9,2.1,20480
 GLC Class,2018,Automatic,5551,Diesel,145,56.5,2.1,34995
 C Class,2017,Semi-Auto,11457,Petrol,145,47.1,2.0,23401
 GLC Class,2019,Semi-Auto,3958,Petrol,145,27.4,3.0,47980
 C Class,2019,Semi-Auto,1000,Diesel,145,61.4,2.0,33789
 C Class,2019,Semi-Auto,15317,Diesel,145,61.4,2.0,20249
 C Class,2016,Semi-Auto,36688,Diesel,30,64.2,1.6,18490
 CLS Class,2011,Automatic,75000,Diesel,200,46.3,3.0,11975
 B Class,2019,Automatic,9573,Petrol,145,45.6,1.3,21394
 C Class,2018,Automatic,18000,Petrol,145,32.8,4.0,42995
 C Class,2020,Semi-Auto,1000,Diesel,145,46.3,2.0,39309
 SL CLASS,2016,Semi-Auto,35595,Diesel,30,70.6,2.1,18698
 GLC Class,2019,Semi-Auto,8115,Diesel,145,56.5,2.1,29490
 A Class,2019,Automatic,3994,Diesel,145,62.8,1.5,22399
 GLC Class,2017,Automatic,18507,Petrol,150,34.0,3.0,35999
 A Class,2018,Automatic,24969,Diesel,145,70.6,2.1,15799
 CL Class,2015,Semi-Auto,34667,Diesel,30,62.8,2.1,16998
 C Class,2019,Automatic,12951,Diesel,145,61.4,2.0,23624
 A Class,2013,Semi-Auto,54060,Diesel,30,64.2,2.1,11998
 C Class,2017,Semi-Auto,37756,Diesel,30,60.1,2.1,18795
 E Class,2019,Semi-Auto,12422,Hybrid,135,188.3,2.0,38500
 C Class,2018,Semi-Auto,10040,Diesel,145,57.7,2.0,26595
 GLA Class,2017,Semi-Auto,15830,Diesel,150,56.5,2.1,21291
 C Class,2019,Automatic,999,Petrol,145,46.3,1.5,31799
 A Class,2017,Semi-Auto,19321,Diesel,150,68.9,2.1,16998
 A Class,2015,Manual,12498,Petrol,200,41.5,2.0,18495
 C Class,2017,Automatic,48054,Diesel,145,64.2,2.1,14995
 C Class,2017,Semi-Auto,37730,Diesel,150,64.2,2.1,18990
 A Class,2014,Manual,55000,Diesel,0,78.5,1.5,9977
 E Class,2019,Semi-Auto,15012,Diesel,145,58.9,2.0,28706
 C Class,2019,Semi-Auto,14222,Petrol,145,46.3,1.5,19799
 GLC Class,2020,Semi-Auto,1000,Diesel,145,40.9,2.0,39489
 GLC Class,2018,Automatic,23267,Diesel,150,56.5,2.1,24750
 S Class,2019,Semi-Auto,7659,Diesel,145,52.3,3.0,46980
 V Class,2019,Automatic,1253,Diesel,145,36.2,2.0,58800
 C Class,2015,Automatic,79950,Hybrid,0,76.4,2.1,13260
 C Class,2018,Automatic,29911,Diesel,150,58.9,2.1,21000
 V Class,2019,Automatic,18,Diesel,145,36.2,2.0,45800
 E Class,2019,Automatic,3117,Diesel,145,57.7,2.0,43987
 A Class,2019,Automatic,8901,Diesel,145,56.5,2.0,20398
 C Class,2019,Semi-Auto,10021,Diesel,145,54.3,2.0,28950
 C Class,2020,Automatic,1452,Diesel,145,64.2,2.0,31590
 A Class,2017,Manual,20013,Petrol,145,51.4,1.6,15950
 SL CLASS,2019,Semi-Auto,545,Petrol,145,47.1,2.0,32499
 C Class,2018,Automatic,9705,Diesel,145,64.2,2.1,19999
 GLE Class,2019,Automatic,10516,Diesel,145,32.5,3.0,54885
 GLA Class,2017,Semi-Auto,18847,Petrol,150,50.4,1.6,18998
 C Class,2017,Automatic,13973,Diesel,145,54.3,2.1,23980
 A Class,2018,Automatic,7236,Petrol,145,53.3,1.3,19297
 C Class,2019,Semi-Auto,10079,Petrol,145,45.6,1.5,25490
 C Class,2019,Automatic,9150,Diesel,145,61.4,2.0,23206
 CLS Class,2016,Semi-Auto,44029,Diesel,125,57.7,2.1,19980
 A Class,2019,Semi-Auto,16,Diesel,145,65.7,1.5,25480
 C Class,2019,Automatic,1000,Diesel,145,64.2,2.0,32069
 E Class,2013,Semi-Auto,39632,Diesel,160,47.9,3.0,15182
 GL Class,2015,Automatic,45000,Diesel,125,55.4,2.1,16990
 C Class,2017,Semi-Auto,20070,Diesel,145,64.2,2.1,19000
 GLC Class,2020,Semi-Auto,3501,Diesel,145,40.4,2.0,43129
 A Class,2018,Semi-Auto,27272,Diesel,145,65.7,1.5,17092
 A Class,2019,Automatic,3331,Petrol,145,35.3,2.0,35990
 GLA Class,2019,Semi-Auto,10900,Petrol,145,36.2,1.6,24999
 B Class,2016,Semi-Auto,58313,Diesel,20,68.9,1.5,11701
 A Class,2020,Semi-Auto,697,Petrol,145,53.3,1.3,27990
 C Class,2018,Automatic,4200,Petrol,145,47.1,2.0,22766
 A Class,2017,Semi-Auto,21844,Diesel,150,68.9,2.1,17891
 C Class,2015,Semi-Auto,29817,Diesel,30,64.2,2.1,18498
 C Class,2019,Semi-Auto,9179,Diesel,145,64.2,2.0,23991
 A Class,2020,Semi-Auto,3200,Petrol,145,53.3,1.3,25890
 C Class,2019,Automatic,2501,Diesel,145,64.2,2.0,28990
 C Class,2019,Semi-Auto,15458,Diesel,145,61.4,2.0,23289
 CLA Class,2017,Automatic,11574,Petrol,145,40.9,2.0,30748
 E Class,2019,Automatic,308,Hybrid,135,188.3,2.0,40999
 GLC Class,2017,Semi-Auto,39647,Diesel,125,56.5,2.1,23998
 C Class,2018,Semi-Auto,26765,Diesel,145,60.1,2.1,18700
 B Class,2018,Semi-Auto,3945,Petrol,145,50.4,1.6,19980
 E Class,2017,Automatic,13503,Diesel,145,65.7,2.0,21456
 GLC Class,2016,Automatic,13778,Diesel,145,56.5,2.1,31695
 B Class,2019,Automatic,3113,Diesel,145,55.4,2.0,25444
 GLE Class,2018,Semi-Auto,16003,Petrol,145,31.7,3.0,41501
 A Class,2015,Manual,70610,Diesel,20,72.4,1.5,10500
 E Class,2017,Semi-Auto,22767,Diesel,145,72.4,2.0,19395
 GLC Class,2017,Automatic,29312,Diesel,125,56.5,2.1,25291
 A Class,2016,Semi-Auto,39044,Petrol,200,40.9,2.0,26789
 C Class,2016,Manual,15664,Petrol,125,53.3,2.0,14739
 E Class,2013,Automatic,56000,Diesel,200,47.1,3.0,12990
 GLA Class,2019,Semi-Auto,9817,Diesel,145,56.5,2.1,25999
 CL Class,2014,Manual,64000,Petrol,125,50.4,1.6,12990
 M Class,2014,Semi-Auto,60500,Diesel,200,46.3,2.1,17500
 A Class,2013,Manual,60000,Diesel,20,72.4,1.5,8975
 A Class,2019,Semi-Auto,5822,Petrol,150,22.6,4.0,104999
 C Class,2017,Automatic,20408,Diesel,145,64.2,2.1,19399
 SLK,2012,Automatic,55000,Petrol,200,43.5,1.8,10990
 A Class,2019,Manual,5153,Petrol,145,28.5,1.3,21400
 A Class,2019,Semi-Auto,15228,Diesel,145,67.3,1.5,21660
 GLA Class,2018,Manual,21000,Petrol,145,48.7,1.6,18995
 A Class,2018,Automatic,9385,Petrol,145,28.5,1.3,19439
 C Class,2018,Semi-Auto,32809,Diesel,150,67.3,2.1,22199
 CLK,2004,Automatic,113000,Diesel,300,39.2,2.7,2995
 GLA Class,2015,Semi-Auto,60216,Diesel,125,55.4,2.1,15390
 CL Class,2017,Semi-Auto,22000,Petrol,205,40.9,2.0,32990
 B Class,2013,Automatic,27500,Diesel,30,64.2,1.8,9995
 A Class,2018,Manual,22894,Petrol,145,49.6,1.6,15900
 C Class,2010,Automatic,90000,Diesel,205,47.9,2.1,5975
 E Class,2018,Semi-Auto,42097,Diesel,145,65.7,2.0,20795
 C Class,2019,Semi-Auto,5927,Petrol,145,44.1,2.0,30049
 A Class,2019,Automatic,3072,Diesel,145,56.5,2.0,23599
 GLE Class,2019,Semi-Auto,3393,Petrol,145,29.5,3.0,59812
 GLA Class,2015,Semi-Auto,43443,Diesel,20,64.2,2.1,15275
 C Class,2019,Semi-Auto,1211,Diesel,145,58.9,1.6,27499
 C Class,2017,Automatic,38000,Hybrid,0,134.5,2.0,18999
 A Class,2016,Automatic,20781,Diesel,20,70.6,2.1,15299
 C Class,2015,Automatic,37200,Diesel,20,64.2,2.1,15495
 E Class,2017,Semi-Auto,9926,Diesel,150,65.7,2.0,22998
 B Class,2016,Semi-Auto,21996,Diesel,20,70.6,1.5,12790
 CL Class,2019,Automatic,4474,Diesel,145,50.4,1.3,23250
 E Class,2013,Automatic,85000,Diesel,160,52.3,2.1,10490
 V Class,2017,Automatic,40000,Diesel,150,44.8,2.1,33990
 CLS Class,2013,Automatic,59500,Diesel,145,54.3,2.1,11995
 E Class,2017,Automatic,30918,Diesel,30,65.7,2.0,19500
 C Class,2019,Semi-Auto,10803,Diesel,145,60.1,1.6,27499
 A Class,2013,Manual,30308,Diesel,20,72.4,1.5,10891
 C Class,2016,Semi-Auto,31246,Diesel,20,68.9,2.1,20780
 E Class,2016,Automatic,38951,Diesel,125,61.4,2.1,16500
 GLE Class,2017,Semi-Auto,48551,Diesel,145,47.9,2.1,26620
 GLC Class,2016,Semi-Auto,76452,Diesel,125,56.5,2.1,18990
 GLA Class,2019,Semi-Auto,14342,Diesel,145,67.3,2.1,22699
 E Class,2019,Semi-Auto,10156,Diesel,145,58.9,2.0,28980
 C Class,2016,Semi-Auto,31467,Diesel,30,64.2,2.1,19750
 E Class,2019,Semi-Auto,5690,Diesel,145,67.3,2.0,26335
 B Class,2019,Manual,169,Petrol,145,44.8,1.3,22990
 C Class,2016,Automatic,69505,Diesel,125,60.1,2.1,13800
 A Class,2017,Automatic,34416,Diesel,20,74.3,1.5,16780
 E Class,2018,Automatic,26692,Diesel,145,72.4,2.0,20300
 GLE Class,2016,Automatic,37754,Diesel,260,42.8,3.0,30000
 C Class,2015,Automatic,101480,Diesel,30,61.4,2.1,12795
 E Class,2014,Semi-Auto,50477,Diesel,30,58.9,2.1,11350
 GLA Class,2016,Automatic,48074,Diesel,20,67.3,2.1,15990
 GLE Class,2019,Automatic,3317,Diesel,145,36.7,2.0,52800
 C Class,2017,Semi-Auto,23555,Petrol,145,36.2,3.0,29849
 C Class,2017,Semi-Auto,35431,Diesel,30,61.4,2.1,18299
 C Class,2017,Semi-Auto,9422,Petrol,145,35.3,3.0,35149
 B Class,2019,Semi-Auto,16,Diesel,145,55.4,2.0,25980
 E Class,2019,Semi-Auto,5065,Diesel,145,48.7,3.0,36699
 C Class,2016,Semi-Auto,15511,Petrol,125,52.3,2.0,17699
 E Class,2017,Semi-Auto,19328,Diesel,30,61.4,2.0,23599
 SLK,2008,Automatic,60000,Petrol,280,34.4,1.8,5980
 CL Class,2015,Semi-Auto,19812,Petrol,125,51.4,1.6,15499
 B Class,2018,Semi-Auto,18304,Diesel,145,68.9,2.1,16799
 B Class,2017,Manual,35881,Diesel,20,68.9,1.5,13498
 C Class,2016,Automatic,43003,Hybrid,0,74.3,2.1,17999
 C Class,2017,Semi-Auto,48000,Diesel,20,65.7,2.1,16092
 A Class,2020,Semi-Auto,2577,Petrol,145,53.3,1.3,26987
 A Class,2015,Automatic,38776,Diesel,20,68.9,2.1,11200
 GLA Class,2015,Semi-Auto,30000,Diesel,125,55.4,2.1,17790
 C Class,2015,Manual,113000,Diesel,20,70.6,2.1,9793
 C Class,2019,Semi-Auto,12546,Diesel,145,61.4,2.0,24299
 GLE Class,2016,Automatic,52798,Diesel,200,47.9,2.1,22000
 GLC Class,2020,Semi-Auto,2271,Diesel,145,44.8,2.0,34999
 E Class,2018,Automatic,5003,Petrol,145,40.4,2.0,31900
 CL Class,2019,Manual,3696,Diesel,145,67.3,2.1,19899
 E Class,2019,Semi-Auto,1000,Diesel,145,57.7,2.0,38509
 E Class,2017,Automatic,11404,Diesel,160,52.3,3.0,20999
 E Class,2017,Semi-Auto,42177,Diesel,145,72.4,2.0,18798
 C Class,2018,Semi-Auto,19800,Petrol,145,42.2,2.0,26000
 CL Class,2019,Semi-Auto,10893,Diesel,145,51.4,2.2,26349
 E Class,2019,Automatic,5807,Diesel,150,57.7,2.0,32890
 C Class,2019,Automatic,168,Petrol,145,29.7,3.0,46755
 A Class,2018,Semi-Auto,22923,Petrol,150,40.9,2.0,29990
 A Class,2014,Manual,70360,Diesel,125,61.4,1.8,10489
 C Class,2016,Semi-Auto,31953,Diesel,30,64.2,2.1,17498
 E Class,2017,Automatic,29631,Diesel,145,57.7,2.0,22499
 C Class,2017,Semi-Auto,28631,Diesel,150,67.3,2.1,24698
 C Class,2019,Automatic,8000,Diesel,145,64.2,2.0,29690
 A Class,2017,Automatic,25803,Petrol,200,40.9,2.0,31022
 E Class,2018,Automatic,15228,Diesel,145,70.6,2.0,26250
 E Class,2013,Automatic,15759,Diesel,125,58.9,2.1,13599
 C Class,2015,Automatic,64765,Diesel,30,64.2,2.1,17695
 E Class,2016,Automatic,33599,Diesel,160,52.3,3.0,18990
 A Class,2014,Automatic,53484,Diesel,20,68.9,2.1,11340
 A Class,2017,Manual,14122,Petrol,150,51.4,1.6,14490
 A Class,2018,Semi-Auto,14909,Diesel,145,65.7,1.5,16980
 A Class,2019,Semi-Auto,277,Diesel,145,56.5,2.0,24599
 GLA Class,2016,Semi-Auto,41742,Diesel,125,56.5,2.1,18799
 B Class,2017,Semi-Auto,24202,Diesel,145,68.9,2.1,14824
 C Class,2017,Semi-Auto,17500,Petrol,145,42.2,2.0,25599
 A Class,2016,Semi-Auto,14913,Petrol,205,42.8,2.0,21498
 C Class,2019,Semi-Auto,9961,Diesel,145,61.4,2.0,26399
 S Class,2009,Automatic,122000,Diesel,325,36.7,3.0,7724
 GLA Class,2017,Automatic,39023,Diesel,150,64.2,2.1,16850
 E Class,2019,Semi-Auto,9580,Diesel,145,72.4,2.0,25199
 C Class,2019,Semi-Auto,2905,Diesel,145,61.4,2.0,29299
 C Class,2019,Semi-Auto,4701,Diesel,145,54.3,1.6,30099
 B Class,2019,Semi-Auto,14118,Petrol,150,45.6,1.3,19424
 E Class,2010,Automatic,121000,Diesel,300,39.8,3.0,5995
 A Class,2018,Semi-Auto,14792,Diesel,145,67.3,1.5,19350
 GLC Class,2019,Semi-Auto,10913,Diesel,145,44.8,2.0,34980
 C Class,2019,Automatic,5144,Diesel,145,61.4,2.0,30490
 V Class,2018,Manual,27222,Diesel,145,46.3,2.1,19998
 C Class,2016,Automatic,25334,Petrol,125,51.4,2.0,18999
 A Class,2017,Semi-Auto,14219,Petrol,30,55.4,1.6,15065
 C Class,2019,Semi-Auto,9026,Petrol,145,29.1,3.0,44399
 CLS Class,2019,Semi-Auto,12000,Diesel,145,47.9,2.9,42000
 GLC Class,2017,Semi-Auto,13644,Diesel,150,56.5,2.1,26551
 GLE Class,2016,Semi-Auto,34669,Diesel,200,47.9,2.1,28998
 E Class,2016,Automatic,37778,Diesel,125,56.5,2.1,17990
 C Class,2019,Semi-Auto,4288,Diesel,145,54.3,1.6,30980
 M Class,2015,Semi-Auto,46049,Diesel,300,39.2,3.0,23480
 E Class,2016,Automatic,24267,Diesel,145,54.3,3.0,19299
 E Class,2017,Semi-Auto,21494,Diesel,145,72.4,2.0,20599
 A Class,2019,Semi-Auto,2951,Petrol,145,22.1,4.0,123846
 GLA Class,2016,Automatic,29593,Diesel,125,55.4,2.1,17995
 CL Class,2014,Automatic,69080,Diesel,30,62.8,2.1,15034
 A Class,2015,Semi-Auto,42100,Petrol,200,42.8,2.0,16689
 GLE Class,2017,Semi-Auto,9949,Diesel,205,47.9,2.1,31498
 CL Class,2015,Semi-Auto,50240,Petrol,125,51.4,1.6,15442
 A Class,2020,Manual,526,Petrol,145,45.6,1.3,22480
 C Class,2019,Automatic,5971,Diesel,145,61.4,2.0,29046
 GL Class,2017,Automatic,47424,Diesel,125,56.5,2.1,17999
 SL CLASS,2017,Automatic,12591,Petrol,150,47.9,2.0,20995
 A Class,2019,Automatic,101,Diesel,145,65.7,1.5,22570
 GLA Class,2015,Semi-Auto,43894,Diesel,125,55.4,2.1,17350
 A Class,2018,Manual,15049,Diesel,145,62.8,2.1,17490
 GLC Class,2017,Semi-Auto,31225,Diesel,145,56.5,2.1,23994
 C Class,2019,Automatic,5534,Diesel,145,56.5,2.0,28290
 GLC Class,2020,Automatic,3652,Petrol,145,40.9,2.0,38995
 C Class,2015,Automatic,43097,Petrol,125,52.3,2.0,13917
 CL Class,2020,Semi-Auto,19,Petrol,150,36.7,2.0,38624
 S Class,2019,Automatic,2772,Diesel,145,52.3,3.0,48750
 E Class,2016,Automatic,15000,Diesel,135,56.5,2.1,21995
 B Class,2019,Semi-Auto,7332,Petrol,145,45.6,1.3,21980
 E Class,2016,Automatic,37199,Diesel,30,65.7,2.0,18260
 C Class,2017,Semi-Auto,14044,Diesel,150,61.4,2.1,21190
 E Class,2013,Manual,75000,Diesel,160,52.3,2.1,10675
 E Class,2019,Semi-Auto,8120,Diesel,145,65.7,2.0,27679
 GLE Class,2018,Semi-Auto,8976,Diesel,145,36.7,3.0,44980
 E Class,2019,Automatic,2963,Petrol,145,33.7,2.0,43750
 GLC Class,2020,Semi-Auto,100,Petrol,150,22.1,4.0,72990
 A Class,2013,Semi-Auto,49059,Diesel,30,65.7,1.8,9980
 C Class,2016,Automatic,41614,Diesel,20,64.2,2.1,15999
 B Class,2019,Automatic,14345,Petrol,150,45.6,1.3,20980
 C Class,2019,Automatic,5099,Diesel,145,58.9,2.1,28749
 GLA Class,2015,Automatic,40351,Diesel,125,56.6,2.1,15750
 SL CLASS,2018,Semi-Auto,4000,Petrol,145,48.7,1.6,22495
 E Class,2016,Semi-Auto,29000,Diesel,30,65.7,2.0,19750
 C Class,2019,Semi-Auto,2192,Petrol,145,46.3,1.5,27750
 V Class,2019,Automatic,2145,Diesel,145,36.2,2.0,46220
 C Class,2019,Semi-Auto,15337,Petrol,145,46.3,1.5,23899
 C Class,2019,Automatic,11287,Diesel,145,58.9,1.6,22980
 B Class,2014,Automatic,76679,Diesel,20,68.9,1.5,7891
 C Class,2017,Semi-Auto,23771,Diesel,145,64.2,2.1,18998
 C Class,2017,Automatic,21841,Diesel,30,60.1,2.1,17600
 E Class,2014,Semi-Auto,54358,Diesel,125,58.9,2.1,12795
 CLS Class,2014,Semi-Auto,42980,Diesel,145,54.3,2.1,16990
 E Class,2019,Automatic,13089,Diesel,145,58.9,2.0,28866
 B Class,2019,Semi-Auto,2369,Diesel,145,55.4,2.0,26899
 C Class,2019,Semi-Auto,6155,Diesel,145,61.4,2.0,26999
 SL CLASS,2003,Automatic,47450,Petrol,325,22.2,5.0,12995
 X-CLASS,2020,Automatic,303,Diesel,265,35.8,2.3,31991
 C Class,2019,Semi-Auto,12582,Diesel,145,61.4,2.0,25949
 GLE Class,2017,Automatic,25662,Diesel,305,39.2,3.0,37477
 E Class,2016,Semi-Auto,26953,Diesel,20,72.4,2.0,19495
 C Class,2019,Semi-Auto,9,Diesel,145,57.7,2.0,33980
 A Class,2019,Semi-Auto,10282,Diesel,145,56.5,2.0,22480
 B Class,2019,Semi-Auto,9350,Petrol,145,45.6,1.3,21980
 CLS Class,2018,Semi-Auto,14130,Diesel,150,48.7,2.9,31796
 A Class,2017,Manual,15734,Diesel,145,62.8,2.1,16980
 A Class,2019,Automatic,3737,Petrol,145,28.5,2.0,25950
 GLA Class,2017,Semi-Auto,13108,Diesel,145,64.2,2.1,20149
 GLC Class,2016,Semi-Auto,58543,Diesel,125,56.5,2.1,23822
 A Class,2018,Automatic,12752,Diesel,145,65.7,1.5,17999
 CL Class,2013,Manual,69965,Petrol,125,50.4,1.6,10995
 C Class,2019,Semi-Auto,2239,Petrol,145,46.3,1.5,26899
 A Class,2017,Semi-Auto,10839,Petrol,145,55.4,1.6,15995
 C Class,2017,Automatic,49859,Hybrid,135,78.5,2.1,17999
 A Class,2016,Semi-Auto,27472,Petrol,125,53.3,1.6,15921
 GLE Class,2019,Semi-Auto,1795,Diesel,145,42.8,3.0,39495
 GLA Class,2015,Manual,15546,Diesel,20,64.2,2.1,16199
 E Class,2016,Automatic,35581,Diesel,125,58.9,2.1,17500
 E Class,2019,Semi-Auto,5412,Diesel,145,70.6,2.0,31980
 GLC Class,2019,Semi-Auto,12344,Diesel,145,56.5,2.1,33495
 B Class,2015,Manual,80900,Diesel,20,68.9,1.5,9295
 B Class,2017,Manual,8000,Diesel,145,65.7,2.1,14999
 C Class,2019,Semi-Auto,14009,Petrol,145,46.3,1.5,19849
 S Class,2019,Semi-Auto,2500,Diesel,145,52.3,3.0,55649
 C Class,2017,Semi-Auto,55381,Diesel,150,61.4,2.1,23981
 CL Class,2019,Semi-Auto,778,Petrol,145,32.8,2.0,40099
 GLA Class,2019,Semi-Auto,1000,Diesel,145,64.2,2.1,24999
 A Class,2020,Semi-Auto,51,Petrol,150,28.5,1.3,25344
 GLB Class,2020,Automatic,6000,Diesel,145,47.9,2.0,36995
 B Class,2019,Semi-Auto,8746,Petrol,145,45.6,1.3,22699
 C Class,2019,Semi-Auto,14620,Petrol,145,46.3,1.5,20480
 E Class,2016,Semi-Auto,42334,Diesel,30,65.7,2.0,19698
 B Class,2019,Semi-Auto,1870,Petrol,145,44.1,1.3,27950
 A Class,2019,Semi-Auto,11464,Diesel,145,67.3,1.5,22980
 C Class,2017,Manual,25820,Petrol,125,53.3,2.0,15267
 E Class,2019,Automatic,10434,Diesel,150,48.7,2.9,34400
 A Class,2019,Semi-Auto,14469,Diesel,145,67.3,1.5,22480
 GLA Class,2016,Semi-Auto,32465,Diesel,125,56.5,2.1,19980
 SL CLASS,2019,Semi-Auto,8009,Petrol,145,47.1,2.0,29755
 C Class,2019,Semi-Auto,5409,Diesel,145,61.4,2.0,29699
 E Class,2017,Semi-Auto,17897,Diesel,145,61.4,2.0,22480
 GLA Class,2015,Automatic,28952,Diesel,125,55.4,2.1,17000
 C Class,2017,Semi-Auto,32632,Diesel,145,64.2,2.1,16210
 B Class,2017,Manual,21082,Diesel,150,68.9,1.5,12760
 C Class,2019,Semi-Auto,800,Petrol,145,29.1,3.0,48990
 CL Class,2016,Semi-Auto,29296,Diesel,20,67.3,2.1,19000
 E Class,2020,Semi-Auto,100,Diesel,145,42.8,3.0,44500
 E Class,2017,Semi-Auto,31817,Diesel,30,65.7,2.0,19699
 C Class,2019,Semi-Auto,10530,Petrol,145,46.3,1.5,23490
 E Class,2016,Semi-Auto,29511,Diesel,30,65.7,2.0,19998
 C Class,2017,Manual,26000,Petrol,150,49.6,2.0,19980
 GLC Class,2020,Semi-Auto,3999,Petrol,145,32.1,2.0,39980
 E Class,2014,Automatic,38800,Diesel,125,57.7,2.1,15695
 A Class,2019,Semi-Auto,1000,Petrol,145,36.7,2.0,33889
 C Class,2018,Semi-Auto,27342,Diesel,150,64.2,2.1,16498
 GLC Class,2019,Semi-Auto,4608,Petrol,145,27.4,3.0,49980
 C Class,2016,Semi-Auto,26413,Diesel,20,64.2,2.1,18990
 GL Class,2015,Automatic,42073,Diesel,125,55.4,2.1,15999
 A Class,2019,Semi-Auto,11597,Diesel,145,67.3,1.5,21450
 V Class,2018,Manual,32095,Diesel,145,46.3,2.1,21996
 A Class,2016,Manual,24089,Diesel,20,72.4,1.5,14480
 E Class,2019,Automatic,14715,Diesel,145,72.4,2.0,24990
 GLC Class,2017,Automatic,24786,Diesel,125,56.5,2.1,22750
 GLE Class,2016,Automatic,32790,Diesel,260,42.8,3.0,24495
 GLC Class,2019,Semi-Auto,9336,Petrol,145,31.7,2.0,29980
 S Class,2002,Automatic,24000,Petrol,570,21.1,5.0,6995
 E Class,2019,Automatic,4701,Petrol,145,32.1,3.0,39491
 E Class,2019,Automatic,5342,Hybrid,135,188.3,2.0,38899
 A Class,2019,Semi-Auto,3328,Diesel,145,56.5,2.0,25699
 B Class,2020,Automatic,2563,Diesel,145,55.4,2.0,27490
 C Class,2016,Semi-Auto,41056,Diesel,20,67.3,2.1,19698
 E Class,2018,Automatic,20000,Diesel,145,65.7,2.0,23299
 C Class,2017,Automatic,49000,Diesel,145,61.4,2.1,15990
